Timestep,Cumulative Reward
483,459.7999999999963
484,460.7499999999963
485,461.6999999999963
486,462.6499999999963
487,463.59999999999627
488,464.54999999999626
489,465.49999999999625
490,466.44999999999624
491,467.3999999999962
492,468.3499999999962
493,469.2999999999962
494,470.2499999999962
495,471.1999999999962
496,472.14999999999617
497,473.09999999999616
498,474.04999999999615
499,474.99999999999613
500,475.9499999999961
501,476.8999999999961
502,477.8499999999961
503,478.7999999999961
504,479.7499999999961
505,480.69999999999607
506,481.64999999999606
507,482.59999999999604
508,483.54999999999603
509,484.499999999996
510,485.449999999996
511,486.399999999996
512,487.349999999996
513,488.299999999996
514,489.24999999999596
515,490.19999999999595
516,491.14999999999594
517,492.09999999999593
518,493.0499999999959
519,493.9999999999959
520,494.9499999999959
521,495.8999999999959
522,496.8499999999959
523,497.79999999999586
524,498.74999999999585
525,499.69999999999584
526,500.6499999999958
527,501.5999999999958
528,502.5499999999958
529,503.4999999999958
530,504.4499999999958
531,505.39999999999577
532,506.34999999999576
533,507.29999999999575
534,508.24999999999574
535,509.1999999999957
536,510.1499999999957
537,511.0999999999957
538,512.0499999999957
539,512.9999999999958
540,513.9499999999958
541,514.8999999999959
542,515.8499999999959
543,516.799999999996
544,517.749999999996
545,518.6999999999961
546,519.6499999999961
547,520.5999999999962
548,521.5499999999962
549,522.4999999999962
550,523.4499999999963
551,524.3999999999963
552,525.3499999999964
553,526.2999999999964
554,527.2499999999965
555,528.1999999999965
556,529.1499999999966
557,530.0999999999966
558,531.0499999999967
559,531.9999999999967
560,532.9499999999967
561,533.8999999999968
562,534.8499999999968
563,535.7999999999969
564,536.7499999999969
565,537.699999999997
566,538.649999999997
567,539.5999999999971
568,540.5499999999971
569,541.4999999999972
570,542.4499999999972
571,543.3999999999972
572,544.3499999999973
573,545.2999999999973
574,546.2499999999974
575,547.1999999999974
576,548.1499999999975
577,549.0999999999975
578,550.0499999999976
579,550.9999999999976
580,551.9499999999977
581,552.8999999999977
582,553.8499999999977
583,554.7999999999978
584,555.7499999999978
585,556.6999999999979
586,557.6499999999979
587,558.599999999998
588,559.549999999998
589,560.4999999999981
590,561.4499999999981
591,562.3999999999982
592,563.3499999999982
593,564.2999999999982
594,565.2499999999983
595,566.1999999999983
596,567.1499999999984
597,568.0999999999984
598,569.0499999999985
599,569.9999999999985
600,570.9499999999986
601,571.8999999999986
602,572.8499999999987
603,573.7999999999987
604,574.7499999999987
605,575.6999999999988
606,576.6499999999988
607,577.5999999999989
608,578.5499999999989
609,579.499999999999
610,580.449999999999
611,581.3999999999991
612,582.3499999999991
613,583.2999999999992
614,584.2499999999992
615,585.1999999999992
616,586.1499999999993
617,587.0999999999993
618,588.0499999999994
619,588.9999999999994
620,589.9499999999995
621,590.8999999999995
622,591.8499999999996
623,592.7999999999996
624,593.7499999999997
625,594.6999999999997
626,595.6499999999997
627,596.5999999999998
628,597.5499999999998
629,598.4999999999999
630,599.4499999999999
631,600.4
632,601.35
633,602.3000000000001
634,603.2500000000001
635,604.2000000000002
636,605.1500000000002
637,606.1000000000003
638,607.0500000000003
639,608.0000000000003
640,608.9500000000004
641,609.9000000000004
642,610.8500000000005
643,611.8000000000005
644,612.7500000000006
645,613.7000000000006
646,614.6500000000007
647,615.6000000000007
648,616.5500000000008
649,617.5000000000008
650,618.4500000000008
651,619.4000000000009
652,620.3500000000009
653,621.300000000001
654,622.250000000001
655,623.2000000000011
656,624.1500000000011
657,625.1000000000012
658,626.0500000000012
659,627.0000000000013
660,627.9500000000013
661,628.9000000000013
662,629.8500000000014
663,630.8000000000014
664,631.7500000000015
665,632.7000000000015
666,633.6500000000016
667,634.6000000000016
668,635.5500000000017
669,636.5000000000017
670,637.4500000000018
671,638.4000000000018
672,639.3500000000018
673,640.3000000000019
674,641.2500000000019
675,642.200000000002
676,643.150000000002
677,644.1000000000021
678,645.0500000000021
679,646.0000000000022
680,646.9500000000022
681,647.9000000000023
682,648.8500000000023
683,649.8000000000023
684,650.7500000000024
685,651.7000000000024
686,652.6500000000025
687,653.6000000000025
688,654.5500000000026
689,655.5000000000026
690,656.4500000000027
691,657.4000000000027
692,658.3500000000028
693,659.3000000000028
694,660.2500000000028
695,661.2000000000029
696,662.1500000000029
697,663.100000000003
698,664.050000000003
699,665.0000000000031
700,665.9500000000031
701,666.9000000000032
702,667.8500000000032
703,668.8000000000033
704,669.7500000000033
705,670.7000000000033
706,671.6500000000034
707,672.6000000000034
708,673.5500000000035
709,674.5000000000035
710,675.4500000000036
711,676.4000000000036
712,677.3500000000037
713,678.3000000000037
714,679.2500000000038
715,680.2000000000038
716,681.1500000000038
717,682.1000000000039
718,683.0500000000039
719,684.000000000004
720,684.950000000004
721,685.9000000000041
722,686.8500000000041
723,687.8000000000042
724,688.7500000000042
725,689.7000000000043
726,690.6500000000043
727,691.6000000000043
728,692.5500000000044
729,693.5000000000044
730,694.4500000000045
731,695.4000000000045
732,696.3500000000046
733,697.3000000000046
734,698.2500000000047
735,699.2000000000047
736,700.1500000000048
737,701.1000000000048
738,702.0500000000048
739,703.0000000000049
740,703.9500000000049
741,704.900000000005
742,705.850000000005
743,706.8000000000051
744,707.7500000000051
745,708.7000000000052
746,709.6500000000052
747,710.6000000000053
748,711.5500000000053
749,712.5000000000053
750,713.4500000000054
751,714.4000000000054
752,715.3500000000055
753,716.3000000000055
754,717.2500000000056
755,718.2000000000056
756,719.1500000000057
757,720.1000000000057
758,721.0500000000058
759,722.0000000000058
760,722.9500000000058
761,723.9000000000059
762,724.8500000000059
763,725.800000000006
764,726.750000000006
765,727.7000000000061
766,728.6500000000061
767,729.6000000000062
768,730.5500000000062
769,731.5000000000063
770,732.4500000000063
771,733.4000000000063
772,734.3500000000064
773,735.3000000000064
774,736.2500000000065
775,737.2000000000065
776,738.1500000000066
777,739.1000000000066
778,740.0500000000067
779,741.0000000000067
780,741.9500000000068
781,742.9000000000068
782,743.8500000000068
783,744.8000000000069
784,745.7500000000069
785,746.700000000007
786,747.650000000007
787,748.6000000000071
788,749.5500000000071
789,750.5000000000072
790,751.4500000000072
791,752.4000000000073
792,753.3500000000073
793,754.3000000000073
794,755.2500000000074
795,756.2000000000074
796,757.1500000000075
797,758.1000000000075
798,759.0500000000076
799,760.0000000000076
800,760.9500000000077
801,761.9000000000077
802,762.8500000000078
803,763.8000000000078
804,764.7500000000078
805,765.7000000000079
806,766.6500000000079
807,767.600000000008
808,768.550000000008
809,769.5000000000081
810,770.4500000000081
811,771.4000000000082
812,772.3500000000082
813,773.3000000000083
814,774.2500000000083
815,775.2000000000083
816,776.1500000000084
817,777.1000000000084
818,778.0500000000085
819,779.0000000000085
820,779.9500000000086
821,780.9000000000086
822,781.8500000000087
823,782.8000000000087
824,783.7500000000088
825,784.7000000000088
826,785.6500000000088
827,786.6000000000089
828,787.5500000000089
829,788.500000000009
830,789.450000000009
831,790.4000000000091
832,791.3500000000091
833,792.3000000000092
834,793.2500000000092
835,794.2000000000093
836,795.1500000000093
837,796.1000000000093
838,797.0500000000094
839,798.0000000000094
840,798.9500000000095
841,799.9000000000095
842,800.8500000000096
843,801.8000000000096
844,802.7500000000097
845,803.7000000000097
846,804.6500000000098
847,805.6000000000098
848,806.5500000000098
849,807.5000000000099
850,808.4500000000099
851,809.40000000001
852,810.35000000001
853,811.3000000000101
854,812.2500000000101
855,813.2000000000102
856,814.1500000000102
857,815.1000000000103
858,816.0500000000103
859,817.0000000000103
860,817.9500000000104
861,818.9000000000104
862,819.8500000000105
863,820.8000000000105
864,821.7500000000106
865,822.7000000000106
866,823.6500000000107
867,824.6000000000107
868,825.5500000000108
869,826.5000000000108
870,827.4500000000108
871,828.4000000000109
872,829.3500000000109
873,830.300000000011
874,831.250000000011
875,832.2000000000111
876,833.1500000000111
877,834.1000000000112
878,835.0500000000112
879,836.0000000000113
880,836.9500000000113
881,837.9000000000113
882,838.8500000000114
883,839.8000000000114
884,840.7500000000115
885,841.7000000000115
886,842.6500000000116
887,843.6000000000116
888,844.5500000000117
889,845.5000000000117
890,846.4500000000118
891,847.4000000000118
892,848.3500000000118
893,849.3000000000119
894,850.2500000000119
895,851.200000000012
896,852.150000000012
897,853.1000000000121
898,854.0500000000121
899,855.0000000000122
900,855.9500000000122
901,856.9000000000123
902,857.8500000000123
903,858.8000000000123
904,859.7500000000124
905,860.7000000000124
906,861.6500000000125
907,862.6000000000125
908,863.5500000000126
909,864.5000000000126
910,865.4500000000127
911,866.4000000000127
912,867.3500000000128
913,868.3000000000128
914,869.2500000000128
915,870.2000000000129
916,871.1500000000129
917,872.100000000013
918,873.050000000013
919,874.0000000000131
920,874.9500000000131
921,875.9000000000132
922,876.8500000000132
923,877.8000000000133
924,878.7500000000133
925,879.7000000000133
926,880.6500000000134
927,881.6000000000134
928,882.5500000000135
929,883.5000000000135
930,884.4500000000136
931,885.4000000000136
932,886.3500000000137
933,887.3000000000137
934,888.2500000000138
935,889.2000000000138
936,890.1500000000138
937,891.1000000000139
938,892.0500000000139
939,893.000000000014
940,893.950000000014
941,894.9000000000141
942,895.8500000000141
943,896.8000000000142
944,897.7500000000142
945,898.7000000000143
946,899.6500000000143
947,900.6000000000143
948,901.5500000000144
949,902.5000000000144
950,903.4500000000145
951,904.4000000000145
952,905.3500000000146
953,906.3000000000146
954,907.2500000000147
955,908.2000000000147
956,909.1500000000148
957,910.1000000000148
958,911.0500000000148
959,912.0000000000149
960,912.9500000000149
961,913.900000000015
962,914.850000000015
963,915.8000000000151
964,916.7500000000151
965,917.7000000000152
966,918.6500000000152
967,919.6000000000153
968,920.5500000000153
969,921.5000000000153
970,922.4500000000154
971,923.4000000000154
972,924.3500000000155
973,925.3000000000155
974,926.2500000000156
975,927.2000000000156
976,928.1500000000157
977,929.1000000000157
978,930.0500000000158
979,931.0000000000158
980,931.9500000000158
981,932.9000000000159
982,933.8500000000159
983,934.800000000016
984,935.750000000016
985,936.7000000000161
986,937.6500000000161
987,938.6000000000162
988,939.5500000000162
989,940.5000000000163
990,941.4500000000163
991,942.4000000000163
992,943.3500000000164
993,944.3000000000164
994,945.2500000000165
995,946.2000000000165
996,947.1500000000166
997,948.1000000000166
998,949.0500000000167
999,950.0000000000167
1000,950.9500000000168
1001,951.9000000000168
1002,952.8500000000168
1003,953.8000000000169
1004,954.7500000000169
1005,955.700000000017
1006,956.650000000017
1007,957.6000000000171
1008,958.5500000000171
1009,959.5000000000172
1010,960.4500000000172
1011,961.4000000000173
1012,962.3500000000173
1013,963.3000000000173
1014,964.2500000000174
1015,965.2000000000174
1016,966.1500000000175
1017,967.1000000000175
1018,968.0500000000176
1019,969.0000000000176
1020,969.9500000000177
1021,970.9000000000177
1022,971.8500000000178
1023,972.8000000000178
1024,973.7500000000178
1025,974.7000000000179
1026,975.6500000000179
1027,976.600000000018
1028,977.550000000018
1029,978.5000000000181
1030,979.4500000000181
1031,980.4000000000182
1032,981.3500000000182
1033,982.3000000000183
1034,983.2500000000183
1035,984.2000000000183
1036,985.1500000000184
1037,986.1000000000184
1038,987.0500000000185
1039,988.0000000000185
1040,988.9500000000186
1041,989.9000000000186
1042,990.8500000000187
1043,991.8000000000187
1044,992.7500000000188
1045,993.7000000000188
1046,994.6500000000188
1047,995.6000000000189
1048,996.5500000000189
1049,997.500000000019
1050,998.450000000019
1051,999.4000000000191
1052,1000.3500000000191
1053,1001.3000000000192
1054,1002.2500000000192
1055,1003.2000000000193
1056,1004.1500000000193
1057,1005.1000000000193
1058,1006.0500000000194
1059,1007.0000000000194
1060,1007.9500000000195
1061,1008.9000000000195
1062,1009.8500000000196
1063,1010.8000000000196
1064,1011.7500000000197
1065,1012.7000000000197
1066,1013.6500000000198
1067,1014.6000000000198
1068,1015.5500000000198
1069,1016.5000000000199
1070,1017.4500000000199
1071,1018.40000000002
1072,1019.35000000002
1073,1020.3000000000201
1074,1021.2500000000201
1075,1022.2000000000202
1076,1023.1500000000202
1077,1024.1000000000201
1078,1025.0500000000202
1079,1026.0000000000202
1080,1026.9500000000203
1081,1027.9000000000203
1082,1028.8500000000204
1083,1029.8000000000204
1084,1030.7500000000205
1085,1031.7000000000205
1086,1032.6500000000206
1087,1033.6000000000206
1088,1034.5500000000206
1089,1035.5000000000207
1090,1036.4500000000207
1091,1037.4000000000208
1092,1038.3500000000208
1093,1039.3000000000209
1094,1040.250000000021
1095,1041.200000000021
1096,1042.150000000021
1097,1043.100000000021
1098,1044.050000000021
1099,1045.0000000000211
1100,1045.9500000000212
1101,1046.9000000000212
1102,1047.8500000000213
1103,1048.8000000000213
1104,1049.7500000000214
1105,1050.7000000000214
1106,1051.6500000000215
1107,1052.6000000000215
1108,1053.5500000000216
1109,1054.5000000000216
1110,1055.4500000000216
1111,1056.4000000000217
1112,1057.3500000000217
1113,1058.3000000000218
1114,1059.2500000000218
1115,1060.2000000000219
1116,1061.150000000022
1117,1062.100000000022
1118,1063.050000000022
1119,1064.000000000022
1120,1064.950000000022
1121,1065.9000000000221
1122,1066.8500000000222
1123,1067.8000000000222
1124,1068.7500000000223
1125,1069.7000000000223
1126,1070.6500000000224
1127,1071.6000000000224
1128,1072.5500000000225
1129,1073.5000000000225
1130,1074.4500000000226
1131,1075.4000000000226
1132,1076.3500000000226
1133,1077.3000000000227
1134,1078.2500000000227
1135,1079.2000000000228
1136,1080.1500000000228
1137,1081.1000000000229
1138,1082.050000000023
1139,1083.000000000023
1140,1083.950000000023
1141,1084.900000000023
1142,1085.850000000023
1143,1086.8000000000231
1144,1087.7500000000232
1145,1088.7000000000232
1146,1089.6500000000233
1147,1090.6000000000233
1148,1091.5500000000234
1149,1092.5000000000234
1150,1093.4500000000235
1151,1094.4000000000235
1152,1095.3500000000236
1153,1096.3000000000236
1154,1097.2500000000236
1155,1098.2000000000237
1156,1099.1500000000237
1157,1100.1000000000238
1158,1101.0500000000238
1159,1102.0000000000239
1160,1102.950000000024
1161,1103.900000000024
1162,1104.850000000024
1163,1105.800000000024
1164,1106.750000000024
1165,1107.7000000000241
1166,1108.6500000000242
1167,1109.6000000000242
1168,1110.5500000000243
1169,1111.5000000000243
1170,1112.4500000000244
1171,1113.4000000000244
1172,1114.3500000000245
1173,1115.3000000000245
1174,1116.2500000000246
1175,1117.2000000000246
1176,1118.1500000000246
1177,1119.1000000000247
1178,1120.0500000000247
1179,1121.0000000000248
1180,1121.9500000000248
1181,1122.9000000000249
1182,1123.850000000025
1183,1124.800000000025
1184,1125.750000000025
1185,1126.700000000025
1186,1127.650000000025
1187,1128.6000000000251
1188,1129.5500000000252
1189,1130.5000000000252
1190,1131.4500000000253
1191,1132.4000000000253
1192,1133.3500000000254
1193,1134.3000000000254
1194,1135.2500000000255
1195,1136.2000000000255
1196,1137.1500000000256
1197,1138.1000000000256
1198,1139.0500000000256
1199,1140.0000000000257
1200,1140.9500000000257
1201,1141.9000000000258
1202,1142.8500000000258
1203,1143.8000000000259
1204,1144.750000000026
1205,1145.700000000026
1206,1146.650000000026
1207,1147.600000000026
1208,1148.550000000026
1209,1149.5000000000261
1210,1150.4500000000262
1211,1151.4000000000262
1212,1152.3500000000263
1213,1153.3000000000263
1214,1154.2500000000264
1215,1155.2000000000264
1216,1156.1500000000265
1217,1157.1000000000265
1218,1158.0500000000266
1219,1159.0000000000266
1220,1159.9500000000266
1221,1160.9000000000267
1222,1161.8500000000267
1223,1162.8000000000268
1224,1163.7500000000268
1225,1164.7000000000269
1226,1165.650000000027
1227,1166.600000000027
1228,1167.550000000027
1229,1168.500000000027
1230,1169.450000000027
1231,1170.4000000000271
1232,1171.3500000000272
1233,1172.3000000000272
1234,1173.2500000000273
1235,1174.2000000000273
1236,1175.1500000000274
1237,1176.1000000000274
1238,1177.0500000000275
1239,1178.0000000000275
1240,1178.9500000000276
1241,1179.9000000000276
1242,1180.8500000000276
1243,1181.8000000000277
1244,1182.7500000000277
1245,1183.7000000000278
1246,1184.6500000000278
1247,1185.6000000000279
1248,1186.550000000028
1249,1187.500000000028
1250,1188.450000000028
1251,1189.400000000028
1252,1190.350000000028
1253,1191.3000000000281
1254,1192.2500000000282
1255,1193.2000000000282
1256,1194.1500000000283
1257,1195.1000000000283
1258,1196.0500000000284
1259,1197.0000000000284
1260,1197.9500000000285
1261,1198.9000000000285
1262,1199.8500000000286
1263,1200.8000000000286
1264,1201.7500000000286
1265,1202.7000000000287
1266,1203.6500000000287
1267,1204.6000000000288
1268,1205.5500000000288
1269,1206.5000000000289
1270,1207.450000000029
1271,1208.400000000029
1272,1209.350000000029
1273,1210.300000000029
1274,1211.250000000029
1275,1212.2000000000291
1276,1213.1500000000292
1277,1214.1000000000292
1278,1215.0500000000293
1279,1216.0000000000293
1280,1216.9500000000294
1281,1217.9000000000294
1282,1218.8500000000295
1283,1219.8000000000295
1284,1220.7500000000296
1285,1221.7000000000296
1286,1222.6500000000296
1287,1223.6000000000297
1288,1224.5500000000297
1289,1225.5000000000298
1290,1226.4500000000298
1291,1227.4000000000299
1292,1228.35000000003
1293,1229.30000000003
1294,1230.25000000003
1295,1231.20000000003
1296,1232.15000000003
1297,1233.1000000000301
1298,1234.0500000000302
1299,1235.0000000000302
1300,1235.9500000000303
1301,1236.9000000000303
1302,1237.8500000000304
1303,1238.8000000000304
1304,1239.7500000000305
1305,1240.7000000000305
1306,1241.6500000000306
1307,1242.6000000000306
1308,1243.5500000000306
1309,1244.5000000000307
1310,1245.4500000000307
1311,1246.4000000000308
1312,1247.3500000000308
1313,1248.3000000000309
1314,1249.250000000031
1315,1250.200000000031
1316,1251.150000000031
1317,1252.100000000031
1318,1253.050000000031
1319,1254.0000000000312
1320,1254.9500000000312
1321,1255.9000000000312
1322,1256.8500000000313
1323,1257.8000000000313
1324,1258.7500000000314
1325,1259.7000000000314
1326,1260.6500000000315
1327,1261.6000000000315
1328,1262.5500000000316
1329,1263.5000000000316
1330,1264.4500000000317
1331,1265.4000000000317
1332,1266.3500000000317
1333,1267.3000000000318
1334,1268.2500000000318
1335,1269.2000000000319
1336,1270.150000000032
1337,1271.100000000032
1338,1272.050000000032
1339,1273.000000000032
1340,1273.950000000032
1341,1274.9000000000322
1342,1275.8500000000322
1343,1276.8000000000322
1344,1277.7500000000323
1345,1278.7000000000323
1346,1279.6500000000324
1347,1280.6000000000324
1348,1281.5500000000325
