timestamp,veh_id,power,beacon,cbr,snr,reward
2025-04-19T16:46:54,veh0,30.0,10.0,0.0,0.0,-65.0
2025-04-19T16:46:54,veh1,30.0,10.0,0.0,0.0,-65.0
2025-04-19T16:46:55,veh0,29.0,9.0,0.0,0.0,-65.0
2025-04-19T16:46:55,veh1,30.0,11.0,0.0,0.0,-65.0
2025-04-19T16:46:56,veh0,28.0,8.0,0.0,0.0,-65.0
2025-04-19T16:46:56,veh1,29.0,10.0,0.0,0.0,-65.0
2025-04-19T16:48:12,veh0,29.0,9.0,0.03534466568815175,74.2755989735033,-61.465533431184824
2025-04-19T16:48:12,veh1,28.0,9.0,0.03534466568815175,76.07487550665218,-61.465533431184824
2025-04-19T16:48:12,veh10,30.0,10.0,0.039055591205054634,73.2755989735033,-61.09444087949454
2025-04-19T16:48:12,veh102,30.0,10.0,0.039055591205054634,74.07487550665219,-61.09444087949454
2025-04-19T16:48:44,veh0,28.0,8.0,0.03413554097537515,72.0258484898659,-61.586445902462486
2025-04-19T16:48:44,veh1,29.0,10.0,0.03430817620991509,74.02125054291632,-61.56918237900849
2025-04-19T16:48:44,veh10,29.0,9.0,0.03622282437574011,71.01104749984196,-61.37771756242599
2025-04-19T16:48:44,veh102,30.0,11.0,0.0362373778360987,72.55483923321982,-61.37626221639013
2025-04-19T16:49:12,veh0,29.0,9.0,0.03376853644884205,70.58596427832528,-61.6231463551158
2025-04-19T16:49:12,veh1,28.0,9.0,0.03391189639560365,72.1304297628069,-61.608810360439634
2025-04-19T16:49:12,veh10,30.0,10.0,0.035240931721864946,69.58178387571014,-61.47590682781351
2025-04-19T16:49:12,veh102,29.0,10.0,0.03531413843074496,70.80769657889022,-61.46858615692551
2025-04-19T17:20:28,veh0,30.0,10.0,0.045571316772910334,41.06532559758813,-60.44286832270897
2025-04-19T17:20:28,veh1,27.0,8.0,0.043480484525179726,46.34030496289956,-60.65195154748203
2025-04-19T17:20:28,veh10,29.0,9.0,0.044941511158496074,48.59054481915436,-60.505848884150396
2025-04-19T17:20:28,veh100,30.0,10.0,0.06743793371370026,15.948913857335617,-58.25620662862998
2025-04-19T17:20:28,veh102,30.0,11.0,0.046083969235666954,47.96871746026747,-60.391603076433306
2025-04-19T17:20:28,veh103,30.0,10.0,0.06743793371370026,18.445015691778163,-58.25620662862998
2025-04-19T18:15:24,veh0,29.0,9.0,0.049789759001079806,30.157816758133983,-60.02102409989202
2025-04-19T18:15:24,veh1,28.0,9.0,0.04844202134876033,33.037000362292744,-60.15579786512397
2025-04-19T18:15:24,veh10,28.0,8.0,0.04882316261079874,39.571068717247535,-60.11768373892012
2025-04-19T18:15:24,veh100,29.0,9.0,0.0642621238885732,15.338076031441355,-58.57378761114268
2025-04-19T18:15:24,veh102,30.0,12.0,0.0509214900878623,36.88800723581452,-59.90785099121377
2025-04-19T18:15:24,veh103,30.0,11.0,0.06430618237844624,17.04191874273345,-58.56938176215538
2025-04-19T18:47:57,veh0,30.0,10.0,0.05243860952325107,22.994575291914366,-59.75613904767489
2025-04-19T18:47:57,veh1,27.0,8.0,0.05085914799556597,26.457486382602802,-59.9140852004434
2025-04-19T18:47:57,veh10,29.0,9.0,0.0514336203579698,33.06280050455583,-59.85663796420302
2025-04-19T18:47:57,veh100,28.0,8.0,0.06310908024829417,14.964643240351085,-58.689091975170584
2025-04-19T18:47:57,veh102,30.0,13.0,0.053705147845269585,30.352886535157737,-59.629485215473046
2025-04-19T18:47:57,veh103,29.0,10.0,0.06327073354913006,16.649953779517208,-58.672926645086996
2025-04-19T19:25:27,veh0,29.0,9.0,0.06051640455524228,19.849932841359827,-58.94835954447577
2025-04-19T19:25:27,veh1,26.0,7.0,0.05809748184341845,22.816150740895687,-59.19025181565816
2025-04-19T19:25:27,veh10,30.0,10.0,0.060744724643743316,23.96714545882352,-58.92552753562567
2025-04-19T19:25:27,veh100,27.0,7.0,0.06931632665327686,12.21838402455631,-58.06836733467231
2025-04-19T19:25:27,veh101,30.0,10.0,0.09157374383723052,4.837778994772948,-55.842625616276955
2025-04-19T19:25:27,veh102,29.0,12.0,0.06219516026323181,22.185382741735175,-58.78048397367682
2025-04-19T19:25:27,veh103,30.0,11.0,0.07129090444902166,14.222607219467434,-57.87090955509784
2025-04-19T19:25:27,veh104,30.0,10.0,0.09157374383723052,11.571258486248153,-55.842625616276955
2025-04-19T20:33:07,veh0,30.0,10.0,0.06594752031483812,17.884069419508894,-58.40524796851619
2025-04-19T20:33:07,veh1,27.0,8.0,0.06341302297150381,20.155009576315084,-58.658697702849615
2025-04-19T20:33:07,veh10,30.0,11.0,0.06659259561137007,18.714601823930252,-58.340740438862994
2025-04-19T20:33:07,veh100,28.0,8.0,0.07326888634281165,9.569653438859557,-57.673111365718846
2025-04-19T20:33:07,veh101,29.0,9.0,0.08936476768014778,4.167113406955936,-56.06352323198522
2025-04-19T20:33:07,veh102,28.0,11.0,0.06681277098355233,18.16830454829171,-58.31872290164477
2025-04-19T20:33:07,veh103,29.0,10.0,0.07489459249323976,12.607072170694806,-57.51054075067603
2025-04-19T20:33:07,veh104,30.0,11.0,0.08899416287008641,10.030546217965268,-56.10058371299136
2025-04-19T21:39:26,veh0,29.0,9.0,0.06912623555642242,16.729896645747463,-58.087376444357766
2025-04-19T21:39:26,veh1,26.0,7.0,0.06305789591281569,18.28778243660251,-58.694210408718426
